,w1,w2,w3,w4,A,Y,Y.1,Y.0
775,0,1,2,3,1,1,1,1
776,1,1,1,5,0,0,1,0
777,1,1,1,3,0,1,1,1
778,1,1,1,3,0,1,1,1
779,1,0,2,5,1,1,1,0
780,1,1,1,2,0,0,1,0
781,1,1,4,4,1,1,1,1
782,1,0,4,5,1,1,1,1
783,0,0,0,0,0,1,1,1
784,0,0,2,3,0,1,1,1
785,0,0,3,3,0,1,0,1
786,1,0,3,3,0,0,1,0
787,1,1,3,3,1,1,1,1
788,1,0,1,0,0,0,1,0
789,0,0,0,1,0,0,1,0
790,1,1,1,1,0,1,0,1
791,1,1,1,1,0,1,1,1
792,1,1,3,2,0,1,1,1
793,1,0,1,2,0,1,1,1
794,1,0,0,2,0,1,1,1
795,1,1,0,0,0,0,0,0
796,1,1,2,5,1,1,1,1
797,0,1,1,4,0,1,1,1
798,1,1,3,0,0,0,1,0
799,1,1,3,1,0,1,1,1
800,0,1,0,3,1,1,1,1
801,1,1,1,0,0,0,1,0
802,0,0,1,3,0,1,0,1
803,0,1,1,1,0,1,1,1
804,0,0,3,5,1,1,1,1
805,1,1,3,1,0,1,0,1
806,1,1,2,1,0,1,1,1
807,0,1,2,4,1,1,1,1
808,1,0,1,0,0,0,1,0
809,0,0,1,4,1,1,1,1
810,0,0,3,2,1,0,0,1
811,1,0,2,2,0,1,1,1
812,0,1,0,4,0,1,1,1
813,0,1,1,2,0,1,1,1
814,0,0,2,4,0,1,1,1
815,1,0,1,5,0,1,1,1
816,1,1,1,1,0,1,0,1
817,1,1,3,3,1,1,1,1
818,1,1,3,1,0,1,1,1
819,1,1,1,0,0,0,1,0
820,0,0,3,2,0,1,0,1
821,1,0,1,0,0,0,1,0
822,1,1,1,4,0,0,1,0
823,1,0,4,4,0,1,1,1
824,1,1,1,0,0,1,0,1
825,1,0,1,1,0,1,1,1
826,1,0,1,1,0,0,0,0
827,0,1,1,0,0,1,0,1
828,1,0,4,2,0,0,1,0
829,1,1,4,3,0,1,1,1
830,1,0,3,3,0,0,1,0
831,1,0,0,4,0,0,0,0
832,0,0,3,5,1,1,1,0
833,1,1,1,1,0,0,0,0
834,0,1,3,3,0,0,1,0
835,0,1,2,1,0,0,0,0
836,1,0,3,1,0,1,1,1
837,0,0,2,5,0,1,1,1
838,1,1,0,4,0,1,1,1
839,0,0,2,1,0,0,1,0
840,0,1,0,2,0,1,1,1
841,0,1,1,2,0,0,1,0
842,1,0,2,0,0,0,0,0
843,0,0,3,2,0,0,0,0
844,0,1,4,2,0,1,1,1
845,1,1,2,3,1,1,1,0
846,1,0,3,3,1,0,0,1
847,1,1,4,0,0,1,1,1
848,0,1,3,4,0,1,1,1
849,1,1,3,1,0,1,1,1
850,0,1,2,2,0,0,0,0
851,1,1,2,4,1,1,1,1
852,1,1,1,2,0,0,1,0
853,0,1,3,0,0,0,1,0
854,1,1,3,5,1,1,1,1
855,1,1,4,4,1,1,1,1
856,1,0,2,3,0,1,0,1
857,0,1,2,2,0,1,0,1
858,0,1,1,3,0,1,1,1
859,1,0,2,2,0,1,0,1
860,0,0,2,0,0,1,0,1
861,1,1,2,2,0,1,1,1
862,0,0,3,0,0,0,1,0
863,1,1,3,3,1,0,0,1
864,0,0,3,3,0,0,1,0
865,1,0,2,2,0,0,0,0
866,0,0,2,4,0,1,1,1
867,0,1,1,3,0,0,1,0
868,1,1,4,3,0,0,1,0
869,0,1,2,0,0,1,0,1
870,1,0,2,4,0,1,1,1
871,1,1,2,3,0,1,1,1
872,0,0,4,3,0,1,1,1
873,1,1,3,1,0,1,1,1
874,0,1,1,3,0,0,1,0
875,0,1,1,2,0,0,1,0
876,1,0,2,2,0,1,1,1
877,0,1,1,3,0,1,1,1
878,0,1,2,3,0,0,1,0
879,0,1,3,4,1,1,1,1
880,0,0,3,3,0,0,1,0
881,0,1,4,2,0,0,1,0
882,0,1,2,5,0,1,1,1
883,1,0,0,0,0,0,0,0
884,0,1,1,3,0,1,1,1
885,1,1,3,5,1,1,1,1
886,1,0,3,3,0,1,1,1
887,1,1,3,2,0,1,1,1
888,1,1,3,2,0,1,1,1
889,1,0,2,2,0,0,1,0
890,1,1,3,5,1,1,1,1
891,0,0,2,1,0,1,1,1
892,1,1,3,4,0,1,1,1
893,0,1,2,4,0,1,1,1
894,0,1,4,4,1,1,1,1
895,0,0,2,2,0,1,0,1
896,1,1,3,3,0,0,1,0
897,0,0,1,3,0,1,1,1
898,1,1,1,2,0,1,1,1
899,1,0,3,1,0,0,0,0
900,0,0,4,3,0,1,1,1
901,1,1,3,2,0,0,0,0
902,0,0,3,3,0,1,1,1
903,0,0,1,5,0,0,1,0
904,0,0,2,3,0,0,0,0
905,1,1,4,1,0,0,1,0
906,1,0,1,1,0,0,1,0
907,1,0,3,1,0,0,1,0
908,1,0,4,4,0,1,0,1
909,0,0,3,5,1,1,1,1
910,0,1,1,1,0,1,1,1
911,1,1,1,4,1,1,1,0
912,1,1,3,1,0,0,1,0
913,1,1,2,5,1,1,1,1
914,0,1,2,2,0,1,1,1
915,0,1,1,1,0,1,0,1
916,0,1,3,1,0,1,1,1
917,0,1,4,2,0,1,1,1
918,1,0,1,1,0,0,0,0
919,0,0,1,1,0,1,1,1
920,0,1,0,5,1,0,0,1
921,0,0,2,5,0,0,1,0
922,1,1,0,2,0,0,1,0
923,1,1,3,1,0,1,1,1
924,1,0,0,1,0,0,0,0
925,1,0,3,5,0,1,1,1
926,0,0,2,3,0,1,1,1
927,0,1,2,3,0,1,1,1
928,1,0,2,4,0,0,0,0
929,0,1,2,3,0,1,1,1
930,0,1,3,5,1,1,1,0
931,0,0,0,2,0,0,1,0
932,1,1,4,3,0,1,1,1
933,1,0,1,0,0,0,1,0
934,1,0,3,1,0,1,1,1
935,0,0,1,4,0,1,1,1
936,1,0,2,4,0,0,1,0
937,0,1,1,4,0,1,0,1
938,1,1,2,3,0,0,1,0
939,1,0,4,4,1,0,0,1
940,0,1,2,3,0,1,1,1
941,0,1,3,4,1,0,0,1
942,1,0,2,3,0,1,1,1
943,0,1,4,4,1,1,1,1
944,1,0,0,1,0,0,0,0
945,0,0,1,4,0,0,0,0
946,0,1,1,1,0,0,1,0
947,1,0,4,1,0,0,0,0
948,1,1,2,0,0,0,0,0
949,0,0,0,3,0,1,1,1
950,0,0,1,3,0,0,0,0
951,1,0,4,2,0,1,1,1
952,1,1,3,1,0,1,1,1
953,0,1,2,4,0,0,0,0
954,1,0,3,4,0,1,1,1
955,1,1,2,3,0,1,1,1
956,0,0,3,4,0,1,1,1
957,1,0,3,2,1,0,0,1
958,0,1,2,4,0,1,1,1
959,1,0,3,2,0,0,0,0
960,1,0,4,5,0,1,1,1
961,1,1,3,3,0,1,1,1
962,1,1,0,1,0,0,1,0
963,1,1,3,1,0,1,1,1
964,0,1,0,4,0,1,1,1
965,1,1,2,1,0,1,1,1
966,0,1,2,4,0,1,1,1
967,1,1,2,5,0,1,1,1
968,0,1,4,2,0,1,1,1
969,1,0,2,2,0,1,1,1
970,0,1,2,4,1,1,1,1
971,1,1,2,2,1,1,1,1
972,0,1,4,5,0,1,1,1
973,0,0,4,3,0,1,1,1
974,1,1,1,5,0,0,1,0
975,1,1,2,0,0,1,1,1
976,1,0,2,2,0,0,0,0
977,1,1,1,0,0,1,1,1
978,1,1,3,2,0,1,1,1
979,0,0,3,1,0,0,1,0
980,1,1,1,3,0,1,1,1
981,0,0,0,1,0,0,1,0
982,0,1,2,5,1,1,1,0
983,0,1,0,1,0,1,0,1
984,0,1,3,2,0,1,1,1
985,0,0,3,3,0,1,0,1
986,0,1,1,3,0,0,0,0
987,0,1,3,3,0,1,1,1
988,1,0,3,5,1,1,1,1
989,1,1,1,4,0,0,0,0
990,0,0,4,2,0,1,1,1
991,1,1,2,3,0,0,1,0
992,0,1,3,0,0,1,1,1
993,0,1,2,5,0,1,1,1
994,1,1,4,5,0,1,1,1
995,1,1,3,5,1,1,1,1
996,0,1,0,0,0,0,1,0
997,1,0,1,4,0,1,1,1
998,0,1,2,5,1,1,1,1
999,0,0,3,4,0,1,1,1
1000,1,1,2,0,0,1,1,1
1001,1,1,2,4,0,0,1,0
1002,1,1,2,5,0,0,1,0
1003,0,0,1,2,0,1,0,1
1004,1,1,2,2,0,1,1,1
1005,1,1,1,2,0,0,1,0
1006,0,1,1,2,0,1,1,1
1007,1,1,3,2,0,0,1,0
1008,1,1,2,4,1,0,0,0
1009,1,1,2,3,0,1,1,1
1010,0,1,1,2,1,0,0,0
1011,0,1,4,1,0,0,1,0
1012,0,1,1,2,0,1,1,1
1013,0,1,1,5,1,1,1,1
1014,0,0,2,0,0,0,1,0
1015,1,0,2,3,0,0,1,0
1016,1,0,3,2,1,1,1,0
1017,0,1,3,2,0,1,1,1
1018,1,1,4,5,1,1,1,0
1019,1,0,1,3,0,1,0,1
1020,0,1,3,4,0,1,1,1
1021,1,1,3,1,0,0,0,0
1022,1,0,3,4,0,0,1,0
1023,0,0,2,4,0,0,1,0
1024,0,0,1,2,0,0,1,0
1025,1,0,1,3,0,0,1,0
1026,1,1,1,4,0,0,1,0
1027,0,1,3,1,0,0,1,0
1028,1,1,2,5,0,1,1,1
1029,1,1,1,4,0,1,0,1
1030,0,1,2,3,0,0,1,0
1031,0,1,2,1,0,0,0,0
1032,0,1,1,3,0,1,1,1
1033,0,1,3,3,1,1,1,1
1034,0,1,4,3,0,1,1,1
1035,1,1,4,0,0,0,1,0
1036,1,1,3,3,0,0,1,0
1037,0,0,4,4,0,0,0,0
1038,0,1,3,1,0,1,1,1
1039,1,1,0,3,0,0,1,0
1040,0,1,1,4,0,0,1,0
1041,0,0,4,0,0,0,0,0
1042,1,1,4,0,0,0,1,0
1043,1,1,4,1,0,1,1,1
1044,1,1,2,3,0,0,1,0
1045,1,0,0,5,0,0,1,0
1046,1,1,2,1,0,1,0,1
1047,0,1,2,4,0,1,1,1
1048,1,0,0,5,0,1,0,1
1049,0,0,1,2,0,0,1,0
1050,0,1,0,2,0,0,1,0
1051,1,0,2,3,0,0,1,0
1052,1,1,1,1,0,1,1,1
1053,1,1,1,5,0,1,1,1
1054,1,1,1,5,0,1,1,1
1055,1,0,3,2,0,1,1,1
1056,1,1,3,2,0,1,1,1
1057,0,0,0,2,0,0,0,0
1058,1,0,0,2,0,0,0,0
1059,0,1,3,3,0,1,1,1
1060,1,1,2,3,0,0,1,0
1061,0,1,2,4,1,1,1,1
1062,1,1,3,2,0,1,1,1
1063,0,0,3,5,0,1,1,1
1064,0,1,3,5,0,1,1,1
1065,1,1,1,1,0,1,1,1
1066,1,1,0,1,0,0,0,0
1067,0,1,1,4,0,0,1,0
1068,0,1,1,5,1,1,1,1
1069,0,1,4,3,0,1,1,1
1070,0,0,3,4,1,1,1,1
1071,1,0,3,1,0,0,1,0
1072,1,1,4,2,0,1,1,1
1073,0,0,3,5,0,0,1,0
1074,1,0,4,1,0,1,1,1
1075,1,1,4,4,1,1,1,1
1076,1,1,3,0,0,1,0,1
1077,0,1,2,3,0,0,1,0
1078,1,1,2,3,0,1,1,1
1079,0,1,1,1,0,0,0,0
1080,0,1,1,1,0,0,1,0
1081,1,0,1,4,0,1,1,1
1082,0,1,2,4,1,1,1,1
1083,0,1,3,0,0,0,0,0
1084,1,1,2,3,0,1,1,1
1085,0,1,3,4,0,1,1,1
1086,1,1,2,3,0,1,1,1
1087,0,1,0,3,0,0,1,0
1088,0,0,1,5,0,1,0,1
1089,0,1,2,5,1,1,1,0
1090,0,1,1,3,0,0,1,0
1091,1,1,1,1,0,0,0,0
1092,1,1,2,0,0,1,1,1
1093,1,1,2,1,0,1,1,1
1094,1,0,2,4,0,0,1,0
1095,0,1,2,4,1,1,1,1
1096,1,1,3,3,0,1,1,1
1097,0,1,2,5,1,1,1,1
1098,0,0,3,0,0,1,1,1
1099,1,0,0,0,0,0,0,0
1100,0,0,2,4,0,0,1,0
1101,1,1,2,4,0,1,1,1
1102,1,0,1,1,0,0,0,0
1103,1,1,0,1,0,0,1,0
1104,0,0,3,2,0,1,1,1
1105,0,1,1,1,0,1,1,1
1106,0,0,3,2,0,0,1,0
1107,0,1,0,3,0,0,1,0
1108,1,1,0,2,0,0,0,0
1109,1,0,3,3,0,1,0,1
1110,0,1,0,1,0,0,1,0
1111,0,1,2,3,0,0,1,0
1112,1,0,2,2,0,1,1,1
1113,0,0,1,2,0,0,1,0
1114,0,0,1,4,0,1,1,1
1115,1,1,2,0,0,0,1,0
1116,0,1,1,4,0,1,1,1
1117,1,0,3,1,0,0,1,0
1118,1,1,1,5,1,1,1,1
1119,1,1,4,0,0,0,1,0
1120,0,1,2,1,0,1,0,1
1121,1,1,0,2,0,1,1,1
1122,0,1,2,2,0,1,1,1
1123,1,0,0,4,0,1,0,1
1124,0,1,3,1,0,0,0,0
1125,0,0,2,3,0,0,0,0
1126,0,1,1,3,0,0,0,0
1127,0,1,3,1,0,0,1,0
1128,1,1,1,4,0,1,0,1
1129,0,0,3,1,0,1,1,1
1130,0,1,4,5,1,1,1,1
1131,0,1,3,4,1,1,1,1
1132,1,1,3,4,1,1,1,1
1133,0,1,2,2,0,1,1,1
1134,0,1,1,3,0,0,1,0
1135,1,0,4,0,0,0,1,0
1136,0,0,3,1,0,0,1,0
1137,0,1,0,2,0,0,0,0
1138,1,1,4,3,0,1,1,1
1139,1,1,4,2,0,1,1,1
1140,1,1,3,0,0,0,1,0
1141,1,0,3,4,0,1,1,1
1142,0,0,2,0,0,1,0,1
1143,1,1,3,2,0,1,1,1
1144,1,1,1,2,0,0,0,0
1145,1,1,1,2,0,1,0,1
1146,1,0,2,5,0,1,1,1
1147,0,1,2,5,1,1,1,1
1148,0,1,1,5,1,0,0,0
1149,1,0,3,3,0,1,1,1
1150,1,1,1,1,0,1,1,1
1151,1,0,1,2,0,0,0,0
1152,1,1,2,0,0,0,0,0
1153,1,0,2,3,0,1,1,1
1154,0,1,4,2,0,1,1,1
1155,0,0,1,1,0,0,0,0
1156,1,1,3,3,0,1,1,1
1157,0,0,1,3,0,1,1,1
1158,1,1,2,5,0,0,1,0
1159,0,1,2,3,0,1,0,1
1160,1,0,3,5,0,1,1,1
1161,1,1,0,4,1,1,1,1
1162,0,1,1,3,1,1,1,0
1163,1,0,0,2,0,0,1,0
1164,1,1,2,3,0,0,1,0
1165,0,1,2,4,0,0,0,0
1166,1,0,0,2,0,0,1,0
1167,0,1,1,2,0,0,1,0
1168,0,0,4,2,0,1,0,1
1169,0,1,3,2,0,1,1,1
1170,1,1,3,4,1,1,1,1
1171,0,1,0,3,0,1,1,1
1172,1,0,4,3,0,1,1,1
1173,0,0,1,4,0,0,1,0
1174,1,1,2,0,0,1,0,1
1175,0,1,4,5,1,1,1,1
1176,1,1,1,4,0,1,1,1
1177,0,0,4,2,1,1,1,1
1178,0,1,3,2,0,1,1,1
1179,0,1,0,5,1,1,1,0
1180,1,1,2,5,0,0,1,0
1181,1,0,3,4,0,1,1,1
1182,1,1,2,0,0,1,1,1
1183,1,0,2,1,0,0,1,0
1184,1,0,1,3,0,0,1,0
1185,1,0,2,0,0,0,0,0
1186,0,0,1,2,0,0,0,0
1187,0,1,2,5,1,1,1,1
1188,1,1,0,4,0,0,1,0
1189,0,1,1,1,0,1,1,1
1190,0,1,3,2,0,1,1,1
1191,1,0,0,3,0,1,0,1
1192,0,0,1,3,0,0,1,0
1193,0,1,2,5,0,0,1,0
1194,0,0,1,2,0,0,1,0
1195,1,0,0,4,0,0,1,0
1196,1,1,1,2,0,1,1,1
1197,1,0,4,5,1,1,1,0
1198,0,1,3,0,0,1,1,1
1199,1,0,0,4,0,0,0,0
1200,0,0,3,2,0,0,1,0
1201,0,0,2,5,1,1,1,1
1202,1,0,1,1,0,0,0,0
1203,1,1,1,3,0,1,1,1
1204,0,1,2,5,0,0,1,0
1205,1,0,3,0,0,1,0,1
1206,0,1,4,3,0,1,1,1
1207,0,1,3,0,0,1,1,1
1208,1,0,2,1,0,1,1,1
1209,1,0,3,3,0,1,1,1
1210,1,1,1,2,0,1,0,1
1211,1,0,3,0,0,1,1,1
1212,1,1,1,5,0,1,1,1
1213,0,1,2,5,1,1,1,1
1214,0,1,2,1,0,1,1,1
1215,1,1,3,3,0,0,1,0
1216,1,1,2,3,0,0,1,0
1217,1,1,3,4,0,1,1,1
1218,1,1,3,2,0,0,1,0
1219,1,0,1,0,0,1,1,1
1220,0,0,0,5,0,1,1,1
1221,1,0,1,2,0,1,1,1
1222,1,0,1,3,0,1,0,1
1223,1,1,1,5,1,1,1,0
1224,0,1,1,1,0,1,1,1
1225,1,1,4,5,1,1,1,1
1226,0,0,2,3,0,1,1,1
1227,0,1,1,3,0,1,1,1
1228,1,0,2,4,0,1,1,1
1229,0,1,1,4,1,1,1,1
1230,0,1,1,0,0,0,1,0
1231,0,1,1,3,0,1,1,1
1232,0,1,1,1,0,0,1,0
1233,1,1,2,5,0,1,1,1
1234,0,1,3,0,0,1,1,1
1235,0,1,3,2,0,1,0,1
1236,0,0,3,5,0,1,1,1
1237,0,1,4,4,1,1,1,1
1238,1,1,2,1,0,0,0,0
1239,1,0,2,4,0,0,0,0
1240,1,1,3,3,1,1,1,1
1241,1,1,2,5,1,1,1,1
1242,1,1,0,3,0,1,1,1
1243,0,1,2,4,0,0,1,0
1244,1,0,2,1,0,0,1,0
1245,0,1,2,1,0,0,1,0
1246,0,1,4,4,0,1,1,1
1247,1,1,0,3,0,1,1,1
1248,0,1,0,0,0,0,0,0
1249,0,0,1,5,0,1,0,1
1250,0,1,3,4,0,0,1,0
1251,1,0,3,3,1,1,1,1
1252,1,1,1,5,1,1,1,1
1253,0,1,4,2,1,0,0,1
1254,1,1,2,3,0,1,1,1
1255,1,1,2,3,0,1,0,1
1256,1,1,3,1,0,1,1,1
1257,0,1,3,1,0,0,1,0
1258,0,1,1,3,1,1,1,1
1259,1,1,1,3,0,0,0,0
1260,1,1,0,3,0,1,0,1
1261,0,1,1,5,1,1,1,1
1262,1,1,0,3,0,0,0,0
1263,0,1,4,0,0,1,1,1
1264,0,1,4,0,0,0,1,0
1265,1,0,4,5,1,1,1,1
1266,0,0,2,1,0,0,1,0
1267,1,1,3,0,0,0,0,0
1268,0,1,3,4,0,1,1,1
1269,1,0,0,0,0,0,0,0
1270,0,1,0,3,0,1,0,1
1271,0,1,2,1,1,0,0,0
1272,0,1,2,3,0,1,0,1
1273,0,1,2,2,0,1,1,1
1274,1,1,3,1,0,1,0,1
1275,0,1,3,1,0,1,1,1
1276,0,1,2,4,0,0,1,0
1277,1,1,0,3,0,0,1,0
1278,1,0,1,3,1,0,0,0
1279,1,1,2,1,0,1,0,1
1280,1,0,1,4,0,0,1,0
1281,0,1,1,3,0,1,1,1
1282,0,1,3,2,0,0,1,0
1283,0,1,3,5,1,1,1,1
1284,1,0,4,0,0,0,1,0
1285,0,0,1,5,0,1,1,1
1286,1,1,0,4,0,0,1,0
1287,1,1,1,4,0,1,1,1
1288,0,1,0,1,0,1,0,1
1289,0,0,0,4,1,1,1,1
1290,1,0,3,1,0,0,1,0
1291,0,1,2,5,1,1,1,1
1292,1,1,3,2,0,1,1,1
1293,1,0,4,5,0,1,1,1
1294,0,1,2,5,0,0,1,0
1295,1,1,3,0,0,0,1,0
1296,1,1,1,0,0,1,0,1
1297,1,1,1,4,0,1,1,1
1298,0,1,0,4,0,0,1,0
1299,1,0,2,1,0,1,0,1
1300,1,0,1,4,0,0,0,0
1301,1,1,1,0,0,1,1,1
1302,1,0,3,5,0,1,1,1
1303,1,1,1,1,0,1,0,1
1304,0,1,1,5,0,1,1,1
1305,1,0,3,1,0,0,0,0
1306,1,1,3,4,0,1,1,1
1307,1,1,4,3,0,1,1,1
1308,0,1,2,1,0,1,0,1
1309,1,1,1,2,0,1,0,1
1310,1,0,2,3,0,1,0,1
1311,0,1,2,4,0,1,1,1
1312,0,1,1,4,1,1,1,1
1313,0,1,1,3,0,0,1,0
1314,1,1,2,0,0,0,1,0
1315,0,1,2,4,1,1,1,0
1316,0,1,0,2,0,0,0,0
1317,0,1,2,5,1,1,1,1
1318,0,0,3,0,0,0,1,0
1319,1,0,3,3,0,1,1,1
1320,0,0,3,4,0,1,1,1
1321,0,1,1,3,0,1,1,1
1322,0,0,2,2,0,0,0,0
1323,0,1,3,4,0,0,1,0
1324,1,1,0,1,0,0,0,0
1325,1,0,4,0,0,1,1,1
1326,1,0,2,2,0,0,1,0
1327,0,1,2,1,0,1,1,1
1328,0,1,3,4,0,1,1,1
1329,0,1,3,5,0,1,1,1
1330,0,1,0,3,0,1,1,1
1331,1,1,3,0,0,0,1,0
1332,1,1,4,3,0,0,1,0
1333,1,0,2,3,0,0,1,0
1334,1,1,4,3,0,1,1,1
1335,0,1,0,1,0,0,0,0
1336,0,1,1,3,0,1,1,1
1337,1,0,1,3,0,0,1,0
1338,1,1,2,5,0,0,1,0
1339,0,0,2,3,0,1,0,1
1340,1,1,2,2,0,0,0,0
1341,1,1,2,3,0,1,1,1
1342,1,1,0,1,0,1,1,1
1343,1,1,2,1,0,1,1,1
1344,0,1,3,1,0,1,1,1
1345,0,1,3,2,0,0,1,0
1346,1,1,1,0,0,0,1,0
1347,1,1,3,1,0,1,1,1
1348,1,1,4,1,0,1,1,1
1349,0,1,0,4,0,1,1,1
1350,0,1,4,1,0,1,1,1
1351,0,1,1,2,0,1,1,1
1352,0,1,3,3,0,0,1,0
1353,1,1,1,4,0,1,1,1
1354,1,1,1,4,1,1,1,1
1355,0,1,1,0,0,1,1,1
1356,0,1,2,4,0,1,1,1
1357,0,0,0,1,0,1,0,1
1358,1,0,2,2,0,1,1,1
1359,0,1,0,0,0,0,0,0
1360,1,1,1,3,0,0,1,0
1361,1,1,1,5,1,0,0,0
1362,0,1,4,4,1,1,1,0
1363,1,1,2,3,0,1,1,1
1364,1,0,1,1,0,0,0,0
1365,1,0,3,3,0,1,1,1
1366,1,0,3,1,0,1,1,1
1367,1,1,3,1,1,0,0,0
1368,1,1,2,4,1,1,1,1
1369,1,1,2,4,0,1,1,1
1370,0,0,4,4,0,1,1,1
1371,0,0,4,0,0,1,1,1
1372,0,0,1,2,0,0,1,0
1373,0,0,0,1,0,0,0,0
1374,1,0,3,5,1,1,1,1
1375,0,0,3,2,0,1,1,1
1376,1,1,3,0,0,1,1,1
1377,0,1,2,2,0,0,1,0
1378,0,0,0,0,0,0,0,0
1379,1,1,0,2,0,1,0,1
1380,0,1,0,4,0,1,1,1
1381,1,1,1,2,0,1,0,1
1382,0,1,0,4,1,1,1,0
1383,1,1,2,5,1,1,1,1
1384,1,0,3,0,0,0,1,0
1385,1,0,2,1,0,0,1,0
1386,0,0,2,4,0,1,1,1
1387,0,0,0,4,0,0,1,0
1388,0,1,4,3,1,0,0,1
1389,1,1,1,4,0,1,1,1
1390,0,1,1,1,0,0,0,0
1391,0,1,1,2,1,0,0,1
1392,0,1,4,1,0,1,1,1
1393,0,1,4,3,0,1,1,1
1394,0,1,1,2,0,1,1,1
1395,0,1,4,1,0,0,1,0
1396,1,1,2,0,0,1,0,1
1397,1,1,1,0,0,1,0,1
1398,1,1,2,2,0,0,1,0
1399,0,1,1,4,0,1,1,1
1400,1,0,1,4,1,0,0,1
1401,0,1,0,5,1,1,1,1
1402,1,0,1,1,0,0,0,0
1403,0,1,0,4,0,1,1,1
1404,1,1,3,2,0,0,1,0
1405,0,1,1,5,1,1,1,1
1406,0,1,1,4,1,1,1,0
1407,1,1,4,1,0,1,1,1
1408,1,0,4,2,0,0,1,0
1409,0,0,2,4,1,1,1,1
1410,1,1,2,5,0,1,1,1
1411,0,0,3,3,0,0,1,0
1412,1,1,2,2,0,0,1,0
1413,0,0,3,4,0,0,0,0
1414,0,1,0,2,0,0,1,0
1415,0,1,0,2,0,0,1,0
1416,0,1,2,0,0,0,1,0
1417,1,1,4,4,0,1,1,1
1418,0,1,2,2,0,1,1,1
1419,0,1,0,4,1,1,1,0
1420,0,0,3,1,0,1,0,1
1421,1,1,3,2,0,1,1,1
1422,0,1,4,0,0,1,1,1
1423,0,0,2,4,0,1,1,1
1424,0,1,1,0,0,1,1,1
1425,0,1,0,3,0,1,1,1
1426,1,1,3,4,0,1,1,1
1427,0,1,3,4,0,1,1,1
1428,0,1,3,2,0,1,1,1
1429,1,1,1,4,0,0,1,0
1430,1,1,1,4,1,1,1,1
1431,1,1,3,4,0,1,1,1
1432,1,1,2,3,1,1,1,1
1433,0,0,1,2,0,1,0,1
1434,1,1,0,4,0,0,1,0
1435,0,0,3,1,0,1,1,1
1436,0,0,2,5,0,1,1,1
1437,0,1,2,4,0,0,1,0
1438,1,1,4,0,0,0,1,0
1439,0,1,1,2,0,1,1,1
1440,1,0,4,3,0,0,0,0
1441,1,1,2,3,0,0,0,0
1442,1,1,1,3,0,1,1,1
1443,0,1,2,1,0,0,1,0
1444,0,0,2,4,0,0,1,0
1445,1,0,2,2,0,1,1,1
1446,0,1,3,0,0,1,1,1
1447,0,0,2,1,0,1,0,1
1448,0,1,2,0,0,1,0,1
1449,1,0,3,4,0,0,1,0
1450,0,0,1,4,0,0,0,0
1451,0,1,1,4,0,0,1,0
1452,1,1,0,2,0,1,1,1
1453,0,0,3,4,0,1,1,1
1454,1,1,1,2,0,0,1,0
1455,0,0,4,1,0,0,1,0
1456,1,0,3,2,0,0,0,0
1457,1,0,3,1,0,1,1,1
1458,0,1,2,5,1,0,0,1
1459,0,0,2,4,0,1,0,1
1460,1,1,3,5,0,1,1,1
1461,1,1,1,1,0,0,1,0
1462,1,0,3,3,0,0,0,0
1463,1,1,4,5,0,1,1,1
1464,1,1,0,4,1,1,1,0
1465,1,0,0,2,0,1,0,1
1466,1,1,1,1,0,0,1,0
1467,1,1,3,1,0,0,0,0
1468,0,0,3,1,0,1,1,1
1469,1,1,3,1,0,0,1,0
1470,1,1,1,4,1,1,1,0
1471,1,0,0,5,0,0,1,0
1472,1,1,2,3,0,0,1,0
1473,0,1,1,4,1,1,1,1
1474,1,0,2,4,0,0,0,0
1475,1,1,1,3,0,0,1,0
1476,0,0,2,0,0,0,0,0
1477,0,1,4,5,1,1,1,1
1478,0,1,0,4,0,1,0,1
1479,0,1,0,1,0,0,0,0
1480,0,1,1,2,0,1,0,1
1481,0,0,3,1,0,1,0,1
1482,0,1,1,0,0,0,0,0
1483,0,0,2,4,0,0,0,0
1484,0,0,2,3,0,1,1,1
1485,1,1,2,1,0,0,1,0
1486,0,0,3,3,0,1,1,1
1487,1,1,1,5,1,1,1,0
1488,0,0,2,4,0,0,1,0
1489,0,1,4,1,0,1,1,1
1490,0,0,3,4,0,1,1,1
1491,1,0,3,3,0,1,1,1
1492,1,1,1,2,0,0,0,0
1493,0,0,3,5,0,1,1,1
1494,0,0,3,3,0,1,1,1
1495,1,0,3,1,0,0,1,0
1496,0,1,2,2,0,1,0,1
1497,0,1,1,1,0,0,1,0
1498,0,0,3,1,0,0,1,0
1499,1,1,2,5,0,1,1,1
1500,0,1,2,1,0,0,1,0
1501,1,1,4,1,0,1,1,1
1502,0,0,2,5,0,0,1,0
1503,1,1,2,2,0,1,1,1
1504,1,0,3,1,0,0,0,0
1505,1,1,2,3,1,1,1,1
1506,0,1,1,5,1,1,1,1
1507,0,1,2,2,1,1,1,1
1508,0,1,2,2,0,1,0,1
1509,1,1,2,3,1,1,1,0
1510,0,1,1,3,0,0,1,0
1511,1,0,2,4,0,0,1,0
1512,1,1,0,1,0,0,1,0
1513,0,0,3,3,0,1,0,1
1514,1,0,3,2,0,1,1,1
1515,0,1,0,2,0,0,0,0
1516,1,0,1,3,0,1,1,1
1517,0,0,4,0,0,1,1,1
1518,1,0,4,3,0,1,1,1
1519,0,1,1,4,0,1,1,1
1520,0,1,2,1,0,0,0,0
1521,0,1,1,1,0,0,0,0
